query_id,family,source,date_searched,paper_id,corpus_id,title,authors,year,publication_date,venue,publication_types,doi,arxiv_id,pubmed_id,url,is_open_access,open_access_pdf_url,citation_count,reference_count,influential_citation_count,fields_of_study,s2_fields_of_study,abstract
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,ed7cbdcb7a01a682caf04787fc99ab8716f574a8,81101734,"Impact of marina construction on scleractinian corals in Kampung Tekek, Tioman Island, Malaysia / Nikoo Cheheltani",Nikoo Cheheltani,2011,2011-08-08,,,,,,https://www.semanticscholar.org/paper/ed7cbdcb7a01a682caf04787fc99ab8716f574a8,False,,1,0,0,Biology,Biology; Environmental Science,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,ed9385267ef37dc4dd49a74aac063ad992e9b44d,218976525,Algal turf sediments limit the spatial extent of function delivery on coral reefs.,S. B. Tebbett; C. Goatley; Robert P. Streit; D. Bellwood,2020,2020-05-24,Science of the Total Environment,JournalArticle,10.1016/j.scitotenv.2020.139422,,32460082,https://www.semanticscholar.org/paper/ed9385267ef37dc4dd49a74aac063ad992e9b44d,True,https://researchonline.jcu.edu.au/67810/7/JCU_67810%20aam.pdf,25,130,1,Medicine; Environmental Science,Medicine; Environmental Science; Environmental Science,"The presence of key organisms is frequently associated with the delivery of specific ecosystem functions. Areas with such organisms are therefore often considered to have greater levels of these functions. While this assumption has been the backbone of coral reef ecosystem-based management approaches for decades, we currently have only a limited understanding of how fish presence equates to function on coral reefs and whether this relationship is susceptible to stressors. To assess the capacity of a stressor to shape function delivery we used a multi-scale approach ranging from tens of kilometres across the continental shelf of Australia's Great Barrier Reef, down to centimetres within a reef habitat. At each scale, we quantified the spatial extent of a model function (detritivory) by a coral reef surgeonfish (Ctenochaetus striatus) and its potential to be shaped by sediments. At broad spatial scales, C. striatus presence was correlated strongly with algal turf sediment loads, while at smaller spatial scales, function delivery appears to be constrained by algal turf sediment distributions. In all cases, sediment loads above ~250-500 g m-2 were associated with a marked decrease in fish abundance or feeding activity, suggesting that a common ecological threshold lies within this range. Our results reveal a complex functional dynamic between proximate agents of function delivery (fish) and the ultimate drivers of function delivery (sediments), which emphasizes: a) weaknesses in the assumed links between fish presence and function, and b) the multi-scale capacity of algal turf sediments to shape reef processes. Unless direct extractive activities (e.g. fishing) are the main driver of function loss on coral reefs, managing to conserve fish abundance is unlikely to yield the desired outcomes. It only addresses one potential driver. Instead, management of both the agents that deliver functions (e.g. fishes), and the drivers that modify functions (e.g. sediments), is needed."
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,edb4571ddde296238b18690be13fb4097b623363,197571343,"Stratigraphic Evidence of Cascadia Earthquake Induced Relative Sea Level Change at Netarts Bay, Oregon",Jazzy Graham-Davis,2019,,,,10.15760/honors.774,,,https://www.semanticscholar.org/paper/edb4571ddde296238b18690be13fb4097b623363,True,https://pdxscholar.library.pdx.edu/cgi/viewcontent.cgi?article=1954&context=honorstheses,0,18,0,Geology,Geology; Geology; Environmental Science,"I present new dendrochronologic age constraints from a buried tree slab collected below the marsh surface at Netarts Bay, Oregon. A ghost forest is apparent at low tide on the central-eastern margin of Netarts Bay. 120 meters inland from the bay front, incision into marsh exposures reveal buried trees protruding 1.43 meters below the marsh surface and extending from the 4th layer of buried marsh soils overlain by tsunami sands. I interpret this stratigraphic sequence as evidence for tectonic subsidence and abrupt paleotsunami inundation. Prior research at the southern marsh at Netarts Bay has correlated Cascadia Subduction Zone (CSZ) ruptures to the stratigraphic record with sediment cores that have a pattern of marsh soils overlain by a sharp contact to sand, transitioning to mud and then marsh soils again, bulk sample radiocarbon dating, and diatom analysis. Sediment cores collected at the ghost forest site show the same stratigraphic pattern indicative of CSZ related subsidence. I correlated ghost forest trees exposed along the bay with trees protruding from incised marsh stratigraphy with both differential GPS and lidar elevation measurements for several ghost forest trees. I collected a cross section slab from a buried ghost forest tree, sanded the slab, counted growth rings at a consistent decadal interval, and submitted select samples for C14 accelerator mass spectrometry age dating. The species of the tree is an Oregon Ash (Fraxinus latifolia) which has no salinity tolerance and can grow close to sea level. I have wiggle matched C14 ages and the known interval between tree ring samples to the C14 calibration curve using OxCal 4.3, to find that the tree died 286-392 CE at a 95.4% confidence interval, and 290-313 CE at a 68.2% confidence interval. I compared the dendrochronologically constrained death of the trees with other on-shore and off-shore paleoseismic studies that constrained the timing of prehistoric CSZ ruptures, indicating that this was the 5th prehistoric earthquake back from present. Introduction Globally, prehistoric records of subduction zone earthquakes are determined by evaluating stratigraphic evidence of uplift and subsidence along the margin in the over-riding plate within a subduction zone. The subducting plate is locked by friction against the over-riding plate in the interseismic period between earthquakes. Accumulated strain is released in a coseismic earthquake when friction is overcome and slip occurs releasing the strain, resulting in a subduction zone earthquake (Yeats, 2004). In the interseismic period, strain accumulates causing the over-riding crust to bend to accommodate the strain over the length of the interseismic period (Yeats, 2004). Along the trench, the edge of the over-riding plate gets pulled downward along the plate interface, while on-shore the crust experiences uplift. A point in between these two regions of deformation acts as a hinge as they deform up and down simultaneously (Darienzo & Peterson, 1990; Yeats, 2004). In a coseismic earthquake on-shore subsidence occurs instantaneously, an example of elastic rebound, as the strain is released and interseismic uplifted regions subside and the crust resumes its pre-strain shape. The toe of the over-riding plate is uplifted during the earthquake as subsidence occurs on the other side of the hinge point (Yeats, 2004). Stratigraphic evidence of these types of earthquakes ranges from uplifted corals in Indonesia along the Sumatra subduction zone (Meltzner et al., 2012), to ghost forests in the Pacific Northwest along the Cascadia Subduction Zone (Atwater et al., 1991). Due to the vertical crustal movement associated with subduction zone earthquakes, tsunamis are caused by the displacement of water from the over-riding plate’s toe uplifting along the margin during the rupture. Figure 1: Map of Cascadia Subduction Zone with a star at Netarts Bay (Darienzo & Peterson, 1990). The Cascadia Subduction Zone (CSZ) lies off-shore of the Pacific Northwest from Northern California to British Columbia, Canada (Figure 1), and is shown as a thrust fault with triangles on the over-riding plate in Figure 1. Coastal regions along the CSZ experience interseismic uplift and instantaneous coseismic subsidence and have well established stratigraphic earthquake and tsunami records for 19 to 20 full length subduction zone earthquakes (Goldfinger et al., 2012; Goldfinger et al., 2016). The purpose of this project is to evaluate sequences of intertidal marsh and tsunami stratigraphy and an apparent ghost forest identified at Netarts Bay (Figure 2) to understand relative seal level drop associated with the 5th earthquake back in the Cascadia paleoseismic records. Prior research in Netarts Bay was conducted along a marsh at the south end of the bay (Peterson & Darienzo, 1988; Darienzo, 1991). Sediment cores along the shoreline reveal a repeating several hundred-year cycle of relative sea level change. The cores have a pattern of peat overlain by a sharp contact to sand, transitioning to mud and then peat again, which has been interpreted as evidence for tectonic subsidence and abrupt paleotsunami inundation (Peterson & Darienzo, 1988; Darienzo & Peterson, 1990; Darienzo, 1991; Darienzo & Peterson, 1995). On the central-eastern margin of the bay a ghost forest is apparent during low tides, elevation data for these trees and stratigraphic correlations from exposed stratigraphy reveal that these deceased trees extend from a layer of marsh soils overlain by tsunami sands. The death of these trees corresponds with coastal subsidence dropping a mature forest into the intertidal zone. This project uses carbon-14 (C14) wiggle matching from tree growth ring samples to find a precise age for timing of when the trees died. I have compared the dendrochronologically constrained death of the trees with the timing of the paleoseismic history of CSZ ruptures to identify it as the 5th prehistoric earthquake. Background Offshore along the Pacific Northwest the Juan de Fuca (JdF) oceanic plate dives beneath the North American plate forming the Cascadia Subduction Zone. In the cold upper crust, the subducting JdF plate is locked by friction with the over-riding North American plate and the strain accumulates in the crust and causes uplift along the Pacific Northwest coast up to about 50 kilometers inland (Witter, 2011). When enough strain has accumulated and friction at the contact between the plates is overcome, the fault slips and the strain is released as a coseismic event occurs, and the regions that experienced uplift in the interseismic period subsides up to 2 m in Oregon, and up to 1 m for Netarts Bay (Darienzo & Peterson, 1990; Witter et al., 2011). The CSZ last ruptured 319 years ago and has an average recurrence interval of 430 years for the northern segment, and 340 years in central Oregon (Goldfinger et al., 2016). During each rupture, elastic rebound causes the uplifted coastline to subside submerging anything along the shore (Darienzo & Peterson, 1990; Peterson et al., 1993; Yeats, 2004). Grassy wetlands in Netarts Bay and other locations along the coast have been subjected to the uplift and subsidence cycle, which is recorded in the stratigraphy when wetlands are buried by tsunami sand and succeeded by intertidal mud (Peterson & Darienzo, 1988; Peterson et al., 1993). The wetlands die once buried becoming the peat layers seen in sediment cores that contain roots and small sticks (Peterson & Darienzo, 1988; Darienzo & Peterson, 1990). This organic material can be radiocarbon dated to provide the maximum age of the burial event caused by the earthquake. Organics from the uppermost buried peat layer identified in sediment cores taken at the south end of Netarts Bay yielded C14 ages of 290-520 calendar years before present (cal. BP) (Peterson & Darienzo, 1988; Peterson et al., 1993). The C14 ages overlap in time and correspond with the last full-length rupture of the CSZ 319 years ago (Peterson & Darienzo, 1988; Peterson et al., 1993; Goldfinger et al., 2016). The 4th peat layer down the stratigraphic core was dated to 1354-1769 cal. BP and the 5th peat layer to 1540-1869 cal. BP (Darienzo, 1991), representing Source: Esri, DigitalGlobe, GeoEye, Earthstar Geographics, CNES/Airbus DS, USDA, USGS, AeroGRID, IGN, and the GIS User Community 123°56'0""W 123°56'0""W 123°58'0""W 123°58'0""W"
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,ef5e748450c53febe002e2abab85eb84a1582a46,267563930,"Sediment plume simulation from bottom-trawled fishery and deposition effects on rhodoliths and deep-water corals from Campos basin, Brazil",P. Paiva; Jader Lugon Junior; Luciano Gomes Fischer; Maria Manuela Fraga Juliano; E. Calderon; M. M. Molisani,2023,2023-03-01,Revista de Gestão Costeira Integrada,JournalArticle,10.5894/rgci-n501,,,https://www.semanticscholar.org/paper/ef5e748450c53febe002e2abab85eb84a1582a46,True,https://doi.org/10.5894/rgci-n501,2,0,0,,Environmental Science,"Extensive rhodoliths and deep-water coral has been described along the continental shelf and slope of the Campos Basin, but such environments can be highly vulnerable to the bottom trawling fishing. This study applied the MOHID software to simulate the sediment resuspension during the bottom trawling operation and to evaluate possible impacts of sediment deposition onto rhodoliths and deep-water coral. The sediment transport model was validated by field measurements of a bottom trawling operation and presented good accuracy. The results indicated that sediment resuspension by a double-rig trawling induced a 0.13 mm sediment layer deposition onto the rhodoliths from the continental shelf which has potential deleterious effects considered that such thickness is higher than the threshold proposed by the literature. On the contrary, a sediment resuspension/deposition by a single-rig trawling has no impact in the deep-water corals from the continental slope based on the thin layer deposition that was lower than the proposed tolerance limits."
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,efbc2763d3998098eea064245612c2b44b6f217c,270450680,Transcriptomic signatures across a critical sedimentation threshold in a major reef-building coral,Colin Lock; Melissa M. Gabriel; B. Bentlage,2024,2024-06-11,Frontiers in Physiology,JournalArticle,10.3389/fphys.2024.1303681,,38919851,https://www.semanticscholar.org/paper/efbc2763d3998098eea064245612c2b44b6f217c,True,https://www.frontiersin.org/journals/physiology/articles/10.3389/fphys.2024.1303681/pdf,2,81,0,Medicine,Medicine; Environmental Science; Biology,"Sedimentation is a major cause of global near-shore coral reef decline. Although the negative impacts of sedimentation on coral reef community composition have been well-documented, the effects of sedimentation on coral metabolism in situ have received comparatively little attention. Using transcriptomics, we identified gene expression patterns changing across a previously defined sedimentation threshold that was deemed critical due to changes in coral cover and community composition. We identified genes, pathways, and molecular processes associated with this transition that may allow corals, such as Porites lobata, to tolerate chronic, severe sedimentation and persist in turbid environments. Alternative energy generation pathways may help P. lobata maintain a persistent stress response to survive when the availability of light and oxygen is diminished. We found evidence for the expression of genes linked to increased environmental sensing and cellular communication that likely allow P. lobata to efficiently respond to sedimentation stress and associated pathogen challenges. Cell damage increases under stress; consequently, we found apoptosis pathways over-represented under severe sedimentation, a likely consequence of damaged cell removal to maintain colony integrity. The results presented here provide a framework for the response of P. lobata to sedimentation stress under field conditions. Testing this framework and its related hypotheses using multi-omics approaches can deepen our understanding of the metabolic plasticity and acclimation potential of corals to sedimentation and their resilience in turbid reef systems."
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,eff5a4ddf21dc38a090d1b3e12f82d1d8bf294b9,226320613,Coral recovery after a burial event: insights on coral resilience in a marginal reef,G. O. Longo; Louize F. C. Correia; T. Mello,2020,2020-10-23,Marine Biodiversity,,10.1007/s12526-020-01121-4,,,https://www.semanticscholar.org/paper/eff5a4ddf21dc38a090d1b3e12f82d1d8bf294b9,False,,14,39,1,Environmental Science,Environmental Science; Environmental Science; Biology,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,f01ee769be6ea3b4e5ef1f334b5212ed56468dbc,128594887,Larger benthic foraminifera in Miocene carbonates of Indonesia (Utrecht Studies in Earth Sciences 064),V. Novak,2014,2014-10-24,,,,,,https://www.semanticscholar.org/paper/f01ee769be6ea3b4e5ef1f334b5212ed56468dbc,False,,2,0,0,Geology,Geology; Geology; Environmental Science,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,f0605669c814ab350012db853f610e9da9c2c210,213616974,Environmental and biotic controls affecting recruitment and proliferation of algal turf communities in coral reef systems,C. Gaynus,2019,,,Review,,,,https://www.semanticscholar.org/paper/f0605669c814ab350012db853f610e9da9c2c210,False,,3,0,0,Environmental Science,Environmental Science; Environmental Science,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,f087ae1448c38763899a010f17053a2b2ddfac0c,253704546,The role of environmental variables in shaping temperate coralline algae communities across large spatial scales,B. Twist; A. Rowden; C. Hepburn; W. Nelson,2022,2022-11-18,Phycologia,,10.1080/00318884.2022.2133480,,,https://www.semanticscholar.org/paper/f087ae1448c38763899a010f17053a2b2ddfac0c,False,,3,138,0,,Environmental Science,"ABSTRACT Coralline algae are ecologically important macroalgae providing settlement cues and habitat for a number of marine organisms. They are abundant in a wide range of habitats in tropical to polar systems and are at severe risk from a number of local and global anthropogenic stressors. Despite their ecological importance, there are large gaps in understanding coralline algae diversity patterns and abiotic drivers of this diversity. Furthermore, recent advances in molecular identifications have revealed larger diversity than previously estimated through morphological approaches. The aim of this study was to explore coralline algal community composition in a modern context using DNA-based species identifications and to examine broad-scale environmental variables driving community structure around the New Zealand coastline. Hierarchical cluster techniques identified seven distinct coralline algal communities in the region. Sea surface temperature (SST) and light at seabed explained significant variation in coralline algal community composition, with SST explaining the highest amount of variation. Both SST and light are important for the growth, calcification and survival of coralline algae, and responses to these environmental parameters can vary widely among species. Wave exposure indices and turbidity were not found to have a large influence in shaping coralline community structure, most likely due to the ability of coralline algae to tolerate mechanical stress and periods of intense sand scouring and burial. Understanding the drivers structuring diversity, particularly for ecologically important primary producers, provides insights into community and ecosystem functioning and contributes to our baseline understanding of current species distribution."
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,f13a7c2610c953b87721b8849f1e663cecf16b45,2159587,Effects of terrestrial runoff on the ecology of corals and coral reefs: review and synthesis.,K. Fabricius,2005,2005-02-01,Marine Pollution Bulletin,Review; JournalArticle,10.1016/J.MARPOLBUL.2004.11.028,,15737355,https://www.semanticscholar.org/paper/f13a7c2610c953b87721b8849f1e663cecf16b45,False,,2237,182,198,Medicine,Medicine; Environmental Science,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,f1decff2590d350fa531c34e27a0477d22f3359e,44533642,Evidence of the role of Diadema antillarum in the promotion of coral settlement and survivorship,I. Macintyre; P. Glynn; F. Hinds,2005,2005-05-13,Coral reefs,,10.1007/s00338-005-0492-4,,,https://www.semanticscholar.org/paper/f1decff2590d350fa531c34e27a0477d22f3359e,False,,20,3,1,Biology,Biology; Environmental Science; Biology,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,f24b48a56f85a6cabf08803c83264b34795ed62d,253813501,Environmental factors limiting fertilisation and larval success in corals,Rachael M. Woods; A. Baird; Toni L. Mizerek; Joshua S Madin,2016,2016-08-18,Coral reefs,Review,10.1007/s00338-016-1494-0,,,https://www.semanticscholar.org/paper/f24b48a56f85a6cabf08803c83264b34795ed62d,True,https://figshare.com/articles/thesis/Environmental_factors_limiting_fertilisation_and_larval_success_in_corals/19428566,0,0,0,,Environmental Science,"Events in the early life history of reef-building corals, including fertilisation and larval survival, are susceptible to changes in the chemical and physical properties of sea water. Quantifying how changes in water quality affect these events is therefore important for understanding and predicting population establishment in novel and changing environments. A review of the literature identified that levels of salinity, temperature, pH, suspended sediment, nutrients and heavy metals affect coral early life-history stages to various degrees. In this study, we combined published experimental data to determine the relative importance of sea water properties for coral fertilisation success and larval survivorship. Of the water properties manipulated in experiments, fertilisation success was most sensitive to suspended sediment, copper, salinity, phosphate and ammonium. Larval survivorship was sensitive to copper, lead and salinity. A combined model was developed that estimated the joint probability of both fertilisation and larval survivorship in sea water with different chemical and physical properties. We demonstrated the combined model using water samples from Sydney and Lizard Island in Australia to estimate the likelihood of larvae surviving through both stages of development to settlement competency. Our combined model could be used to recommend targets for water quality in coastal waterways as well as to predict the potential for species to expand their geographical ranges in response to climate change."
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,f28b15bf21eae08c10600d5d9b7e3afba2fe66ac,14697626,Recovery of Benthic Megafauna from Anthropogenic Disturbance at a Hydrocarbon Drilling Well (380 m Depth in the Norwegian Sea),A. Gates; Daniel O. B. Jones,2012,2012-10-08,PLoS ONE,JournalArticle; Review,10.1371/journal.pone.0044114,,23056177,https://www.semanticscholar.org/paper/f28b15bf21eae08c10600d5d9b7e3afba2fe66ac,True,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0044114&type=printable,56,89,2,Medicine; Geography,Medicine; Geography; Environmental Science,"Recovery from disturbance in deep water is poorly understood, but as anthropogenic impacts increase in deeper water it is important to quantify the process. Exploratory hydrocarbon drilling causes physical disturbance, smothering the seabed near the well. Video transects obtained by remotely operated vehicles were used to assess the change in invertebrate megafaunal density and diversity caused by drilling a well at 380 m depth in the Norwegian Sea in 2006. Transects were carried out one day before drilling commenced and 27 days, 76 days, and three years later. A background survey, further from the well, was also carried out in 2009. Porifera (45% of observations) and Cnidaria (40%) dominated the megafauna. Porifera accounted for 94% of hard-substratum organisms and cnidarians (Pennatulacea) dominated on the soft sediment (78%). Twenty seven and 76 days after drilling commenced, drill cuttings were visible, extending over 100 m from the well. In this area there were low invertebrate megafaunal densities (0.08 and 0.10 individuals m−2) in comparison to pre-drill conditions (0.21 individuals m−2). Three years later the visible extent of the cuttings had reduced, reaching 60 m from the well. Within this area the megafaunal density (0.05 individuals m−2) was lower than pre-drill and reference transects (0.23 individuals m−2). There was a significant increase in total megafaunal invertebrate densities with both distance from drilling and time since drilling although no significant interaction. Beyond the visible disturbance there were similar megafaunal densities (0.14 individuals m−2) to pre-drilling and background surveys. Species richness, Shannon-Weiner diversity and multivariate techniques showed similar patterns to density. At this site the effects of exploratory drilling on megafaunal invertebrate density and diversity seem confined to the extent of the visible cuttings pile. However, elevated Barium concentration and reduced sediment grain size suggest persistence of disturbance for three years, with unclear consequences for other components of the benthic fauna."
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,f291444b443a2b6c550a5550686c5b83d9e88a21,129786168,Sublethal and lethal effects of sediments applied to common Caribbean Reef corals in the field,C. Rogers,1983,1983-10-01,,,10.1016/0025-326X(83)90602-1,,,https://www.semanticscholar.org/paper/f291444b443a2b6c550a5550686c5b83d9e88a21,False,,231,10,14,Biology,Biology; Environmental Science,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,f2d8ac69ed78d5ac347cef3e73f42162198bd95a,82871478,Reproductive ecology and population dynamics in a scleractinian coral community,V. Harriott,1983,1983-11-01,,,,,,https://www.semanticscholar.org/paper/f2d8ac69ed78d5ac347cef3e73f42162198bd95a,False,,6,0,1,Biology,Biology; Environmental Science; Biology,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,f3b1125757d8b7e37deaa36b9a7a2701dbccc818,122937175,"Evaluation of satellite remote sensing for operational monitoring of sediment plumes produced by dredging at Hay Point, Queensland, Australia",Md. A. Islam; Wang Lan-wei; Craig Smith; S. Reddy; A. Lewis; Adam Smith,2007,,,,10.1117/1.2834768,,,https://www.semanticscholar.org/paper/f3b1125757d8b7e37deaa36b9a7a2701dbccc818,False,,21,27,4,Environmental Science; Engineering,Environmental Science; Engineering; Environmental Science,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,f3dd9121ff529cff725306e14854b7fa3239ac66,44068574,Assessment of Cu sub-lethal toxicity (LC50) in the cold-water gorgonian Dentomuricea meteor under a deep-sea mining activity scenario.,I. Martins; A. Godinho; J. Goulart; M. Carreiro-Silva,2018,2018-05-26,Environmental Pollution,JournalArticle,10.1016/j.envpol.2018.05.040,,29793198,https://www.semanticscholar.org/paper/f3dd9121ff529cff725306e14854b7fa3239ac66,False,,20,29,0,Medicine; Chemistry,Medicine; Chemistry; Environmental Science,"Previous aquaria-based experiments have shown dissolution and leaching of metals, especially copper (Cu), from the simulated sediment plumes generated during mining activities resulting in a pronounced increase of Cu contamination in the surrounding seawater. Metals are bioavailable to corals with food, through ingestion (particulate phase) and through tissue-facilitated transport (passive diffusion). With corals being particularly vulnerable to metal contamination, resuspension of metal-bearing sediments during mining activities represents an important ecological threat. This study was undertaken to evaluate the impact of acute copper exposure (LC50;96 h) on the survival of the cold-water octocoral Dentomuricea aff. meteor. The experimental design was divided in two stages. In stage one, a Cu range-finding toxicity test was performed using Cu dilutions in filtered seawater with concentrations of 0 (control); 60; 150; 250; 450; 600 μg/L. Coral mortality was investigated visually based on the percent surface area of tissue changing from natural yellow colour to black colour indicative of tissue necrosis and death. In stage two, we used the results obtained in the range-finding experiment, to define sub-lethal Cu exposure treatments and exposed D. meteor to Cu concentration of 0 (control); 50; 100; 150; 200; 250 μg/L for 96 h. The corals physical conditions were inspected daily and seawater conditions recorded. Corals were considered dead when all of their tissue turned black. The LC50 value was calculated with regression analysis following Probits methodology. Our results indicate that Cu LC50;96 h for the octocoral D. meteor is 137 μg/L."
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,f49a9db747b8b5ccda3fb93e594a39b7a00f7099,203616931,Photosynthetic responses of corals,A. Winter; R. M. Chaloub; Gustavo A. S. Duarte; Clóvis; Barreira e Castro,2016,,,,,,,https://www.semanticscholar.org/paper/f49a9db747b8b5ccda3fb93e594a39b7a00f7099,False,,0,62,0,,Environmental Science; Biology,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,f4a58a9418c56792fffc06ff1c1e7665b999cf0d,234022357,"Seasonal shifts in fatty acids and sterols in sponges, corals, and bivalves, in a southern Gulf of Mexico coral reef under river influence",L. Carreón-Palau; C. Parrish; Jorge A. Del Ángel-Rodríguez; H. Pérez-España,2021,2021-02-04,Coral reefs,,10.1007/s00338-020-02042-1,,,https://www.semanticscholar.org/paper/f4a58a9418c56792fffc06ff1c1e7665b999cf0d,False,,7,73,0,Biology,Biology; Environmental Science,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,f4a623dbe4125fb2b6a762618b734a6173e5c020,54732947,"Long-Term Ecological Impacts of Dredging on Coral Reefs in Kaneohe Bay, Oahu",K. Uchino,2004,2004-05-01,,,,,,https://www.semanticscholar.org/paper/f4a623dbe4125fb2b6a762618b734a6173e5c020,False,,2,37,0,Environmental Science,Environmental Science; Environmental Science,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,f4a7c4a2aed5bcfc4e03b32363783d2a95e2969d,253807416,Enhanced fast-start performance and anti-predator behaviour in a coral reef fish in response to suspended sediment exposure,S. Hess; B. Allan; A. Hoey; Michael D. Jarrold; A. Wenger; J. Rummer,2018,2018-11-26,Coral reefs,,10.1007/s00338-018-01757-6,,,https://www.semanticscholar.org/paper/f4a7c4a2aed5bcfc4e03b32363783d2a95e2969d,True,https://researchonline.jcu.edu.au/56462/2/56462_Hess_etal_GreenOA.pdf.pdf,0,0,0,,Environmental Science,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,f4e7647ac15eb6691f5e45a96f10b97268bcb33b,16152331,Importance of heterotrophic adaptations of corals to maintain energy reserves,J. Seemann; Rodrigo Carballo-Bolaños; K. Berry; Cindy Gonzalez; C. Richter; R. Leinfelder,2012,,,,,,,https://www.semanticscholar.org/paper/f4e7647ac15eb6691f5e45a96f10b97268bcb33b,False,,19,27,1,Biology,Biology; Environmental Science,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,f4f7b4c141588cf712cb5d820123976e5db62816,43088912,Rehabilitation of Coral Reefs Exposed to Urbanization and Climate Change Impacts,L. Chou,2016,,,,10.17758/ur.u0416317,,,https://www.semanticscholar.org/paper/f4f7b4c141588cf712cb5d820123976e5db62816,True,https://doi.org/10.17758/ur.u0416317,1,29,0,,Environmental Science,"Over 60% of Singapore’s coral reef habitat have been lost to decades of urban development pressure including land reclamation. Underwater visibility of less than 2m due to heavy sedimentation has restricted the healthy coral growth zone to the reef crest and upper 5m of the reef slope. Despite the impacts, coral species diversity has remained high together with predictable coral mass spawning events and vigorous growth of larval recruits. These features suggest that rehabilitation is viable and can improve reef resilience against urbanization as well as climate change impacts. Restoration techniques that are adopted must consider the high sediment environment, destabilized reef substrate, and biological community structure change. It is important to observe coral species dominance since this has shifted to favor those more tolerant of reduced light condition. Rehabilitation can be initiated with the dominant species to stabilize the rehabilitation site within the shortest time. Sloping hard substrates above the silt bottom disallow sediment accumulation and are more suitable for settling coral larvae or attached fragments. Coral nurseries comprising raised mesh-net platforms prevent sediment smothering and improves survival of coral fragments and juveniles. Corals have also naturally recruited and developed on seawalls constructed in areas which, did not support coral reef formation. Innovative design and engineering of structures can facilitate coral growth as sea level rises. Floating reefs and seawalls that incorporate terraced tidal pools can encourage continued growth and development of coral communities. Two approaches considered appropriate to rehabilitating coral communities exposed to impacts of urbanization and climate change are 1) increase live coral cover and diversity of degraded reefs, and 2) create reef communities in non-reef areas."
